,titles,links,percents
1142,ETA.- Rajoy arremete contra Pumpido por las herriko tabernas y Zapatero le insta a respetar su interpretación de la Ley,https://www.europapress.es/nacional/noticia-eta-rajoy-arremete-contra-pumpido-herriko-tabernas-zapatero-le-insta-respetar-interpretacion-ley-20061122172710.html,25%
1143,"Rajoy asegura no haber visto el vídeo del PP y ""supone"" que los ""errores o fallos"" son de una productora",https://www.europapress.es/nacional/noticia-rajoy-asegura-no-haber-visto-video-pp-supone-errores-fallos-son-productora-20061121142838.html,35%
1145,Sáhara.- La conferencia de apoyo al Sáhara finaliza con llamamientos a España y la ONU y la denuncia a Marruecos,https://www.europapress.es/internacional/noticia-sahara-conferencia-apoyo-sahara-finaliza-llamamientos-espana-onu-denuncia-marruecos-20061105190534.html,25%
1146,Colombia.- El Gobierno quiere financiar el aumento de gasto militar contra las FARC con un impuesto sobre patrimonio,https://www.europapress.es/internacional/noticia-colombia-gobierno-quiere-financiar-aumento-gasto-militar-contra-farc-impuesto-patrimonio-20061023191910.html,35%
1147,Mujeres extranjeras que han tomado parte en otros conflictos apoyarán mañana el proceso de paz en Euskadi,https://www.europapress.es/nacional/noticia-mujeres-extranjeras-tomado-parte-otros-conflictos-apoyaran-manana-proceso-paz-euskadi-20061023121019.html,25%
1148,Alfredo Encinas cierra su trilogía sobre la violencia social y política en América Latina con 'La orquídea verde',https://www.europapress.es/cultura/libros-00132/noticia-alfredo-encinas-cierra-trilogia-violencia-social-politica-america-latina-orquidea-verde-20061004155712.html,35%
1149,Uribe presenta las metas para su segundo mandato,https://www.europapress.es/internacional/noticia-uribe-presenta-metas-segundo-mandato-20060917214110.html,25%
1150,Colombia.- Uribe presenta las metas para su segundo mandato,https://www.europapress.es/internacional/noticia-colombia-uribe-presenta-metas-segundo-mandato-20060917195721.html,25%
1151,"El Consell destina 17,2 millones de euros para la protección de la infancia, la educación y la sanidad",https://www.europapress.es/comunitat-valenciana/noticia-consell-destina-172-millones-euros-proteccion-infancia-educacion-sanidad-20060808204202.html,35%
1152,Alvaro Uribe apuesta por dialogar con los grupos armados siguiendo el ejemplo de España,https://www.europapress.es/internacional/noticia-alvaro-uribe-apuesta-dialogar-grupos-armados-siguiendo-ejemplo-espana-20060808060000.html,35%
1153,Líbano-Pajín elogia el esfuerzo de los institutos Cervantes y confía en que el centro de Beirut esté pronto operativo,https://www.europapress.es/internacional/noticia-libano-pajin-elogia-esfuerzo-institutos-cervantes-confia-centro-beirut-pronto-operativo-20060722184551.html,25%
1154,Pajín elogia el esfuerzo de los directores de los Cervantes y confía en que el centro de Beirut esté pronto operativo,https://www.europapress.es/cultura/libros-00132/noticia-pajin-elogia-esfuerzo-directores-cervantes-confia-centro-beirut-pronto-operativo-20060722173551.html,25%
1155,"RSC.- Resumen de las noticias transmitidas hoy, viernes 23 de junio de 2006, por el servicio de RSC de Europa Press",https://www.europapress.es/epsocial/rsc/noticia-rsc-resumen-noticias-transmitidas-hoy-viernes-23-junio-2006-servicio-rsc-europa-press-20060623193802.html,35%
1157,ONU.- España señala que su futuro Plan Nacional de DD.HH abordará el tráfico y la explotación sexual de seres humanos,https://www.europapress.es/internacional/noticia-onu-espana-senala-futuro-plan-nacional-ddhh-abordara-trafico-explotacion-sexual-seres-humanos-20060619130001.html,25%
1158,ONU.-De la Vega señala que el futuro Plan Nacional de DD.HH abordará el tráfico y la explotación sexual de seres humanos,https://www.europapress.es/nacional/noticia-onu-vega-senala-futuro-plan-nacional-ddhh-abordara-trafico-explotacion-sexual-seres-humanos-20060619125922.html,25%
1159,"EEUU- Irak ha sido el ""peor desastre de política exterior"" para EEUU y atacar a Irán sería ""inconveniente"", según el CIP",https://www.europapress.es/internacional/noticia-eeuu-irak-sido-peor-desastre-politica-exterior-eeuu-atacar-iran-seria-inconveniente-cip-20060524144441.html,25%
1160,"España.- MSF dará a conocer el jueves, mediante un 'chat', la situación en los campos de desplazados",https://www.europapress.es/internacional/noticia-espana-msf-dara-conocer-jueves-chat-situacion-campos-desplazados-20060516123402.html,25%
1161,C.Viena.- Annan pide a europeos y latinoamericanos más atención al empleo juvenil para defender democracia y desarrollo,https://www.europapress.es/internacional/noticia-cviena-annan-pide-europeos-latinoamericanos-mas-atencion-empleo-juvenil-defender-democracia-desarrollo-20060512125201.html,25%
1162,"Colombia.- El jefe militar del ELN dice que la muerte de Liliana Gaviria responde a ""la realidad"" de Colombia",https://www.europapress.es/internacional/noticia-colombia-jefe-militar-eln-dice-muerte-liliana-gaviria-responde-realidad-colombia-20060429225030.html,35%
1163,"Apoyo Crónica Perú.- Alan García, un ex presidente con ganas de volver al Gobierno",https://www.europapress.es/internacional/noticia-apoyo-cronica-peru-alan-garcia-ex-presidente-ganas-volver-gobierno-20060408140640.html,25%
1164,"RSC.- Comienza el juicio contra Coca-Cola, Nestlé y Chiquita Brands por supuestas conexiones con los paramilitares",https://www.europapress.es/epsocial/rsc/noticia-rsc-comienza-juicio-contra-coca-cola-nestle-chiquita-brands-supuestas-conexiones-paramilitares-20060405181523.html,35%
1166,"RSC.- Comienza el juicio contra Coca-Cola, Nestlé y Chiquita Brands por supuestas conexiones con la guerrilla colombiana",https://www.europapress.es/epsocial/rsc/noticia-rsc-comienza-juicio-contra-coca-cola-nestle-chiquita-brands-supuestas-conexiones-guerrilla-colombiana-20060405180321.html,35%
1168,"Crónica DDHH.- Los defensores de DDHH sufrieron en 2005 un clima de ""represión"" dentro de ""la mayor impunidad""",https://www.europapress.es/internacional/noticia-cronica-ddhh-defensores-ddhh-sufrieron-2005-clima-represion-dentro-mayor-impunidad-20060322145942.html,25%
1169,R.Dominicana-El presidente dominicano firma un acuerdo educativo para importar modelos de enseñanza utilizados en España,https://www.europapress.es/internacional/noticia-rdominicana-presidente-dominicano-firma-acuerdo-educativo-importar-modelos-ensenanza-utilizados-espana-20060317194110.html,25%
1170,Colombia.- Las ofensivas de las FARC y el enorme despliegue de seguridad marcarán la jornada electoral de hoy,https://www.europapress.es/internacional/noticia-colombia-ofensivas-farc-enorme-despliegue-seguridad-marcaran-jornada-electoral-hoy-20060312083800.html,35%
1171,Crónica Colombia.-Las ofensivas de las FARC y el enorme despliegue de seguridad marcarán la jornada electoral de mañana,https://www.europapress.es/internacional/noticia-cronica-colombia-ofensivas-farc-enorme-despliegue-seguridad-marcaran-jornada-electoral-manana-20060311134130.html,35%
1172,"Borrell pide alzar la voz para acabar con la ""violencia, discriminación, desigualdad y sufrimiento"" de la mujer",https://www.europapress.es/sociedad/noticia-borrell-pide-alzar-voz-acabar-violencia-discriminacion-desigualdad-sufrimiento-mujer-20060308114801.html,25%
1173,"D.Mujer- Borrell pide alzar la voz para acabar con la ""violencia, discriminación, desigualdad y sufrimiento"" de la mujer",https://www.europapress.es/internacional/noticia-dmujer-borrell-pide-alzar-voz-acabar-violencia-discriminacion-desigualdad-sufrimiento-mujer-20060308112330.html,25%
1174,Málaga.- Ayuntamiento de Málaga atiende en los dos últimos años a más de un millar de mujeres para su inserción laboral,https://www.europapress.es/andalucia/cadiz-00351/noticia-malaga-ayuntamiento-malaga-atiende-dos-ultimos-anos-mas-millar-mujeres-insercion-laboral-20060301153213.html,25%
1175,"Iberoamérica.-Colombia y Ecuador acaparan el 80% de violencia política del continente latinoamericano, según un estudio",https://www.europapress.es/internacional/noticia-iberoamerica-colombia-ecuador-acaparan-80-violencia-politica-continente-latinoamericano-estudio-20060213234310.html,35%
1176,Haití/OEA.- Insulza afirma que se está desvaneciendo la posibilidad de la democracia en Haití,https://www.europapress.es/internacional/noticia-haiti-oea-insulza-afirma-desvaneciendo-posibilidad-democracia-haiti-20060203225941.html,35%
1177,'Crónicas mafiosas' repasa los últimos 20 años de la Cosa Nostra siciliana,https://www.europapress.es/nacional/noticia-cronicas-mafiosas-repasa-ultimos-20-anos-cosa-nostra-siciliana-20060124134547.html,25%
1178,El Salvador.- El Gobierno de Saca reajustará el plan 'Súper Mano Dura' para reducir la delincuencia,https://www.europapress.es/internacional/noticia-salvador-gobierno-saca-reajustara-plan-super-mano-dura-reducir-delincuencia-20060117014921.html,25%
1179,RSC.- Un proyecto de un emprendedor social de Ashoka apuesta por el trabajo activo de los jubilados en zonas rurales,https://www.europapress.es/epsocial/rsc/noticia-rsc-proyecto-emprendedor-social-ashoka-apuesta-trabajo-activo-jubilados-zonas-rurales-20051219190225.html,35%
1181,RSC.- El Grupo Vips prevé aumentar para 2007 en un 7% el número de inmigrantes de su plantilla hasta alcanzar el 60%,https://www.europapress.es/epsocial/rsc/noticia-rsc-grupo-vips-preve-aumentar-2007-numero-inmigrantes-plantilla-alcanzar-60-20051114143252.html,25%
1183,RSC.-CGT y USO denuncian la responsabilidad de Coca Cola en el asesinato de centenares de sindicalistas en Colombia,https://www.europapress.es/epsocial/rsc/noticia-rsc-cgt-uso-denuncian-responsabilidad-coca-cola-asesinato-centenares-sindicalistas-colombia-20050722135842.html,35%
1185,RSC.- La ONG CLR denuncia presiones en la filial colombiana de Dole ante la creación de un sindicato independiente,https://www.europapress.es/epsocial/rsc/noticia-rsc-ong-clr-denuncia-presiones-filial-colombiana-dole-creacion-sindicato-independiente-20050615124152.html,35%
1187,"Economía/Finanzas.- González pide a Iberoamérica profundizar las reformas con ""integridad, firmeza y habilidad política""",https://www.europapress.es/economia/noticia-economia-finanzas-gonzalez-pide-iberoamerica-profundizar-reformas-integridad-firmeza-habilidad-politica-20050610193242.html,35%
1188,"Economía/Motor.- Volkswagen, reconocida en el Día de Navarra por su contribución al dearrollo de la Comunidad",https://www.europapress.es/economia/noticia-economia-motor-volkswagen-reconocida-dia-navarra-contribucion-dearrollo-comunidad-20041203164417.html,25%
1189,RSC.- La CIOSL menciona expresamente a Wal-Mart en su informe anual sobre derechos laborales en el mundo,https://www.europapress.es/epsocial/rsc/noticia-rsc-ciosl-menciona-expresamente-wal-mart-informe-anual-derechos-laborales-mundo-20040609190218.html,25%
1191,El escritor Vargas Llosa cree que el terrorismo fundamentalista seguirá golpeando en todo el mundo,https://www.europapress.es/cultura/libros-00132/noticia-escritor-vargas-llosa-cree-terrorismo-fundamentalista-seguira-golpeando-todo-mundo-20040416220512.html,35%
1192,Crónica Chile/Aniversario Golpe.- Allende y la Unidad Popular: los 1.000 días de la vía chilena al socialismo,https://www.europapress.es/chance/gente/noticia-cronica-chile-aniversario-golpe-allende-unidad-popular-1000-dias-via-chilena-socialismo-20030908165735.html,35%
1193,"OEA.- Colombia, Venezuela, Haití y Cuba, los países latinoamericanos con mayor índice de violaciones a los DDHH",https://www.europapress.es/chance/gente/noticia-oea-colombia-venezuela-haiti-cuba-paises-latinoamericanos-mayor-indice-violaciones-ddhh-20030610194845.html,35%
1194,OEA.- Colombia agradece al Grupo de Río su apoyo en la búsqueda de una solución al conflicto armado,https://www.europapress.es/chance/gente/noticia-oea-colombia-agradece-grupo-rio-apoyo-busqueda-solucion-conflicto-armado-20030610041937.html,35%
1195,UE.- La Eurocámara da luz verde al Acuerdo de Asociación UE-Chile,https://www.europapress.es/chance/gente/noticia-ue-eurocamara-da-luz-verde-acuerdo-asociacion-ue-chile-20030212150036.html,35%
1196,"UE/Chile.- El acuerdo de asociación UE-Chile debe permitir un incremento del 0,5 por ciento del PIB del país andino",https://www.europapress.es/chance/gente/noticia-ue-chile-acuerdo-asociacion-ue-chile-debe-permitir-incremento-05-ciento-pib-pais-andino-20030211201240.html,35%
1197,Chile/Colombia.-Lagos expresa su respaldo y solidaridad con el pueblo colombiano en su visita oficial de un día a Bogotá,https://www.europapress.es/chance/gente/noticia-chile-colombia-lagos-expresa-respaldo-solidaridad-pueblo-colombiano-visita-oficial-dia-bogota-20021208004811.html,35%
1198,Colombia/Chile/Venezuela.- Uribe y Lagos condenan la masacre en Caracas e instan al diálogo para superar la crisis,https://www.europapress.es/chance/gente/noticia-colombia-chile-venezuela-uribe-lagos-condenan-masacre-caracas-instan-dialogo-superar-crisis-20021207214157.html,35%
1199,Chávez y Uribe analizan la integración económica y regional durante su encuentro en Santa Marta,https://www.europapress.es/economia/empresas-00339/noticia-chavez-uribe-analizan-integracion-economica-regional-encuentro-santa-marta-20021114100253.html,35%
1200,El ministro de Trabajo de Colombia pide más flexibilidad al FMI,https://www.europapress.es/economia/empresas-00339/noticia-ministro-trabajo-colombia-pide-mas-flexibilidad-fmi-20020713132051.html,45%
1201,"Nuria Amat rinde homenaje a los desplazados en su último libro, 'La Reina de América'",https://www.europapress.es/cultura/libros-00132/noticia-nuria-amat-rinde-homenaje-desplazados-ultimo-libro-reina-america-20020211163731.html,35%
1202,Colombia solicita a la OMC medidas para sustituir los cultivos de coca por otras cosechas,https://www.europapress.es/economia/noticia-colombia-solicita-omc-medidas-sustituir-cultivos-coca-otras-cosechas-20020204194702.html,35%
